Jam,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,Pattern
15.41,30.4,40,146100,5.7,1384,692,27.3,Selada,2
17.23,25.1,82,6501,6.6,1442,721,26.6,Selada,2
7.33,30,88,119900,6.4,1392,698,31,Selada,2
8.34,24.3,89,7558,6.8,1188,594,23,Selada,2
9.36,34.1,50,10950,6.9,1230,617,25,Selada,2
10.38,26,85,1803,6.1,1478,739,28.6,Selada,2
11.42,23,99,28380,6.6,1474,737,31,Selada,2
13.08,23.7,98,13660,6.4,1468,734,27.5,Selada,2
14.08,26.5,92,562,6.6,1491,745,29.8,Selada,2
16.11,24.1,82,17170,6.5,1390,715,23.9,Selada,2
7.35,25.1,90,36450,6.4,1484,742,25.4,Selada,2
8.35,24.9,61,32490,6.5,1519,759,27.5,Selada,2
9.36,27.4,92,7082,6.6,1494,747,26.2,Selada,2
10.32,24,99,15710,6.5,1494,747,27.5,Selada,2
11.42,26.7,99,9977,6.5,1532,761,27.2,Selada,2
13.12,25.9,58,46490,6.8,1498,749,25.8,Selada,2
14.18,26.8,89,73790,6.9,1389,694,31,Selada,2
15.23,28.6,99,17380,6.5,1431,715,25.6,Selada,2
7.33,30.5,72,3444,6.4,1515,757,28.3,Selada,2
8.34,27.7,51,32110,6.8,1522,761,25.6,Selada,2
9.38,25.7,89,17080,6.9,1386,693,31.4,Selada,2
10.32,24,99,50800,6.5,1380,690,23.7,Selada,2
11.35,27.8,62,25030,6.7,1429,714,25.1,Selada,2
12.43,28.2,99,46490,6.5,1395,697,30.9,Selada,2
13.46,26.6,99,16360,6.1,1382,691,24.6,Selada,2
14.46,25.5,99,5413,6.7,380,191,27.5,Selada,2
7.48,23.8,76,19660,6.4,394,191,27.4,Selada,2
9.12,24.8,0,10510,6.7,382,193,23.8,Selada,2
10.25,23.6,0,94470,6.5,377,195,25.5,Selada,2
11.32,25.6,0,17070,6.3,357,177,24.3,Selada,2
12.41,27.6,0,20041,6.8,374,187,23.9,Selada,2
1358,24.9,0,31450,6.8,378,189,25.5,Selada,2
15.13,26.9,0,2020,6.7,373,186,28,Selada,2
16.28,25.4,0,58310,6.7,360,186,26.6,Selada,2
7.38,25.1,0,78310,6.5,373,191,32.3,Selada,2
8.55,24.7,0,22240,6.4,396,191,27.1,Selada,2
9.53,26.7,0,143000,6.9,383,198,23,Selada,2
11.03,27.8,0,6495,6.8,394,197,28.2,Selada,2
12.05,27.8,0,8188,6.7,382,191,24.3,Selada,2
13.33,27.4,0,5915,6.9,378,188,22.9,Selada,2
14.49,26.5,99,3993,6.5,372,186,32.6,Selada,2
16.32,25.7,86,6416,6.2,378,189,23,Selada,2
7.32,26.7,99,9045,6.4,373,186,28,Selada,2
8.42,29.5,98,948,6.3,375,187,24.3,Selada,2
9.49,25.5,65,32820,6.4,382,191,22.9,Selada,2
10.57,28.7,60,156900,6.3,372,191,25.5,Selada,2
11.59,25.6,59,22400,6.8,374,199,23.6,Selada,2
12.58,26.8,92,1003,6.2,370,193,23,Selada,2
14.25,28,99,50020,6.2,368,184,25.6,Selada,2
16.38,27.5,53,31690,6.5,383,184,26,Selada,2
7.58,23.2,99,78310,6.1,383,188,26.1,Selada,2
8.57,27.2,59,21450,6.9,380,185,24.9,Selada,2
10.43,32.7,93,32720,6.9,365,190,24.9,Selada,2
11.58,28.7,44,43220,6.5,383,187,25,Selada,2
12.56,24.8,99,40620,6.5,379,194,32.2,Selada,2
13.58,32.7,99,58310,6.6,378,183,25,Selada,2
14.56,28.2,86,22240,6.5,374,191,26.6,Selada,2
16.21,29.3,97,107500,6.2,370,185,26.2,Selada,2
7.32,24.7,67,7925,6.8,372,183,24.4,Selada,2
8.43,33.4,99,98690,6.5,380,186,26.6,Selada,2
9.52,25.8,92,109000,6.8,336,189,23,Selada,2
10.55,30.5,99,7583,6.7,374,174,24.1,Selada,2
11.57,28.9,57,4959,6.6,369,191,30.1,Selada,2
12.59,27,99,9931,6.6,397,198,27,Selada,2
14.24,25.3,91,186900,6.4,377,192,27.9,Selada,2
16.43,25.8,77,2079,6.7,380,186,31.3,Selada,2
7.47,25.8,52,39400,5.7,380,190,25.1,Selada,2
8.54,28.1,99,25970,6.5,379,194,24.2,Selada,2
10.41,27.3,92,112010,6.7,380,191,25,Selada,2
11.55,23.6,86,17450,6.8,408,204,23.5,Selada,2
12.57,24.2,71,23600,6.7,387,196,24.1,Selada,2
13.57,25.3,99,17380,6.9,372,186,24.2,Selada,2
14.54,26.6,99,18540,6.6,372,186,26.6,Selada,2
16.18,26.9,99,41210,6.9,382,197,26.3,Selada,2
7.23,24.2,37,14380,6.7,376,196,26.3,Selada,2
8.43,29.4,99,63760,6.3,623,311,26.7,Selada,2
10.15,23.3,58,10230,6.7,659,329,26.3,Selada,2
11.26,30,89,8385,6.5,673,336,29.7,Selada,2
12.51,23.2,84,85490,6.6,656,328,25.1,Selada,2
14.11,25.2,99,28510,6.3,664,332,24.4,Selada,2
15.12,26.2,88,32820,6.5,677,338,28,Selada,2
16.13,24.8,68,14380,6.5,673,330,27.1,Selada,2
7.37,23.4,99,2005,6.7,678,332,25.7,Selada,2
8.47,25.5,99,39110,6.9,650,335,29.4,Selada,2
9.35,28.5,90,10050,6.5,670,343,24.7,Selada,2
10.38,24.4,65,27090,6.3,700,350,27.8,Selada,2
11.37,23.9,85,101700,6.4,670,328,31.6,Selada,2
13.31,24.3,86,13280,6.6,660,330,27.2,Selada,2
14.05,31.2,53,3266,6.7,677,340,26.8,Selada,2
15.18,27.4,68,10400,6.1,681,348,23.7,Selada,2
7.33,26.7,99,41060,6.3,673,340,28.3,Selada,2
8.43,25.9,92,68040,6.5,655,327,26.5,Selada,2
9.38,28.5,99,57810,6.4,675,331,26.3,Selada,2
10.44,24,83,1082,6.7,670,335,28.7,Selada,2
11.45,29.6,94,17070,6.8,668,332,32.5,Selada,2
12.55,33.5,67,164000,6.6,681,345,28.2,Selada,2
13.59,32.7,58,8035,6.2,678,339,31.6,Selada,2
14.58,31.6,99,2496,6.5,665,331,23.5,Selada,2
7.35,23.8,84,1650,6.1,686,350,25.4,Selada,2
8.32,29.5,99,34012,6.7,665,332,26.7,Selada,2
9.34,24.7,64,50800,6.7,678,334,26.2,Selada,2
10.36,27.5,99,207110,6.8,686,350,23.4,Selada,2
11.37,30.3,91,140400,7,683,341,25.4,Selada,2
12.43,24.5,46,7925,6.5,678,339,24.7,Selada,2
13.59,26.7,76,10230,6.6,678,332,32.3,Selada,2
15.36,28.5,99,4454,6.7,678,340,27.3,Selada,2
7.35,24.3,58,2079,6.9,690,345,27,Selada,2
8.38,23.5,60,1609,6.9,668,334,24.4,Selada,2
9.35,24.8,92,2882,6.6,677,336,32.6,Selada,2
10.36,23.7,99,47120,6.6,664,332,28,Selada,2
11.32,24.3,99,4967,6.8,608,304,28.4,Selada,2
12.35,25.9,82,8421,6.9,656,328,33.1,Selada,2
13.32,26,99,8378,6.5,642,320,24.3,Selada,2
14.35,23.8,84,112010,5.8,645,322,33.1,Selada,2
7.35,34.1,76,7733,6.6,621,310,32.5,Selada,2
8.34,25.5,78,50520,6.5,652,326,25.1,Selada,2
9.47,28.7,99,15780,6.7,644,322,25.5,Selada,2
10.48,24.8,45,157600,6.3,687,344,24.5,Selada,2
11.42,27.8,68,27090,6.5,659,329,27.4,Selada,2
12.36,28,42,1650,6.1,614,308,23.5,Selada,2
13.36,23.5,99,32580,6.4,610,305,24,Selada,2
14.25,27.8,75,40470,6.7,649,324,25.5,Selada,2
7.38,28.7,58,9064,6.8,682,341,23.6,Selada,2
8.39,23.5,55,29220,6.8,677,338,26.4,Selada,2
9.47,26.6,68,23600,6.8,652,326,26.6,Selada,2
10.52,25.9,71,17450,6.7,647,323,23.9,Selada,2
11.55,23.2,99,9045,6.8,665,332,28.4,Selada,2
12.53,30.5,54,10510,6.7,659,329,26,Selada,2
14.09,28.7,91,22700,6.9,621,310,26.1,Selada,2
15.05,25.2,99,9070,5.9,665,332,27.3,Selada,2
7.36,25.5,99,8008,6.5,646,323,29.2,Selada,2
8.37,24.8,99,36120,6.7,1192,596,24.4,Selada,2
9.45,29.2,99,5220,6.6,1181,590,29.7,Selada,2
10.58,27.6,92,19630,5.7,1141,570,32.5,Selada,2
12.06,28,99,13540,6.6,1153,576,26.6,Selada,2
13.04,26.4,42,143000,6.5,1139,569,25.4,Selada,2
14.03,26.7,99,25110,6.4,1181,590,23.7,Selada,2
15.09,21.8,61,1003,6.3,1143,571,24.3,Selada,2
7.38,26.1,73,17380,6.8,1160,580,25.5,Selada,2
8.39,29.7,74,157500,6.4,1151,575,27.6,Selada,2
9.57,24.7,76,63100,6.8,1142,571,28.8,Selada,2
11.06,24.5,61,33730,6.4,1143,571,24.6,Selada,2
12.11,28.5,99,26830,6.2,1149,574,23,Selada,2
13.12,26.4,99,47120,6.6,1151,575,23,Selada,2
14.13,27.4,99,186900,6.3,1156,576,26,Selada,2
15.13,28.6,99,4711,6.4,1133,566,26.4,Selada,2
7.33,28.4,93,33280,6.5,1149,574,23.2,Selada,2
8.34,25.9,47,40470,6.6,1149,574,27,Selada,2
9.36,29.8,58,49983,6.8,1123,561,26.6,Selada,2
10.38,28.4,66,31450,6.6,1619,805,23.8,Selada,2
11.45,28.1,50,38070,6.5,1595,799,24.2,Selada,2
13.56,24.4,73,11480,6.5,1160,582,24.6,Selada,2
14.05,26,99,26170,6.1,1134,569,24.5,Selada,2
16.05,25.7,55,39220,6.6,1143,571,25.1,Selada,2
7.36,22.8,99,41990,6.5,1181,590,27.5,Selada,2
8.34,27.9,76,6501,6.2,1190,595,27,Selada,2
9.35,30,53,11900,6.4,1159,579,25.8,Selada,2
10.33,27.5,73,12510,6.7,1136,568,23.8,Selada,2
11.42,25.4,66,32110,6.9,1141,570,26.3,Selada,2
13.15,26.2,99,12510,6.7,1154,577,27.1,Selada,2
14.21,30.3,99,1194,6.7,1179,589,27,Selada,2
15.32,32.7,70,14400,6.6,1119,559,31.5,Selada,2
7.35,25.9,82,21870,6.7,1149,574,27.1,Selada,2
8.14,24.5,96,10380,5.7,1143,571,24.2,Selada,2
9.35,24.3,62,1537,6.1,1125,562,25.1,Selada,2
10.38,26.4,99,40620,6.7,1159,579,26.1,Selada,2
11.34,24.9,77,562,6.9,1181,590,31.5,Selada,2
12.45,30,99,30980,6.6,1114,557,28.7,Selada,2
13.45,28,99,14900,6.6,1105,552,26.1,Selada,2
14.38,24.1,61,25110,6.5,1151,575,31.3,Selada,2
7.32,23.2,69,48380,6.3,1121,560,22.8,Selada,2
8.39,27,58,21870,6.6,1129,564,27.2,Selada,2
9.35,26.7,58,11090,6.2,1130,565,32.2,Selada,2
10.32,24,85,28320,6.6,1132,566,26.6,Selada,2
11.34,28.8,84,3444,5.9,1129,564,24,Selada,2
12.49,25.2,75,29030,6.6,1155,577,26.7,Selada,2
13.48,28.8,50,25920,6.4,1141,570,26.8,Selada,2
14.33,24.3,99,22710,6.3,1159,579,26.9,Selada,2
7.31,25.8,99,5238,6.5,1159,577,26.7,Selada,2
8.32,28.5,99,5254,6.5,1160,580,26.3,Selada,2
9.33,27.6,70,27230,6.8,1149,574,26.3,Selada,2
11.11,26.7,55,3314,6.4,1132,563,27.3,Selada,2
12.12,25.9,67,13160,6.8,1147,573,25,Selada,2
13.35,23.5,80,181000,6.5,1129,564,26.8,Selada,2
14.32,27.6,67,38080,6.5,1112,556,27.4,Selada,2
15.32,24.5,99,6416,6.1,1494,747,27,Selada,2
7.35,27.1,92,72660,6.7,1134,567,24.8,Selada,2
8.36,29.4,46,23430,6.6,1127,563,29.2,Selada,2
9.37,27.7,99,19040,6.8,1142,571,24.8,Selada,2
10.41,26.4,99,50800,6.6,1149,574,25.5,Selada,2
11.45,27.7,99,8035,6.8,1591,795,26.6,Selada,2
12.45,25.5,58,17250,6.9,1589,794,34.1,Selada,2
13.48,24.8,62,38070,6.5,1575,797,26.1,Selada,2
14.49,27.8,56,19230,6.8,1587,793,23,Selada,2
7.38,24,72,140400,6.6,1574,787,26.3,Selada,2
8.38,24.3,99,23830,6.9,1572,786,25.2,Selada,2
9.42,25.9,99,55450,5.7,1573,786,24.5,Selada,2
10.43,25.4,87,4350,6.5,1771,800,28.7,Selada,2
11.48,26.4,72,9655,6.9,1568,784,26.1,Selada,2
12.46,26.7,40,1537,6.5,1252,626,25,Selada,2
13.56,29.3,73,6501,6.5,1260,630,30,Selada,2
15.06,24.3,99,9397,6.7,1386,693,23,Selada,2
7.35,24.6,92,7813,6.4,1380,690,23.8,Selada,2
8.34,25.6,55,18540,6.4,1429,714,26.7,Selada,2
9.33,29.4,99,11260,6.8,1519,759,32.2,Selada,2
10.33,24.8,52,19630,6.8,1540,770,24.6,Selada,2
11.32,25.4,52,29030,7.1,1583,760,30,Selada,2
12.45,24.5,99,11180,6.4,1538,769,25.1,Selada,2
13.47,25.1,81,14680,6.7,1538,769,30,Selada,2
14.54,24.5,89,157600,6.8,1498,749,26.9,Selada,2
7.49,24.8,92,146100,6.6,1572,786,23.4,Selada,2
8.32,24.6,66,22300,5.7,1566,783,28.3,Selada,2
9.32,28.5,66,6213,6.5,1581,790,29.3,Selada,2
10.42,24.9,70,41990,6.7,1597,798,28.1,Selada,2
11.47,28.8,79,109000,5.9,1561,780,26.9,Selada,2
12.53,24.8,38,57600,6.9,1570,785,26.3,Selada,2
13.41,26,89,132100,6.8,1617,808,26,Selada,2
14.41,27.6,99,26690,6.6,1589,794,30.4,Selada,2
7.37,25.6,69,11430,6.7,1617,808,24.8,Selada,2
8.55,31.2,68,3855,6.5,1631,815,25.5,Selada,2
10.02,32.3,94,45110,6.1,1631,816,25.5,Selada,2
11.09,24.5,59,8612,6.6,1591,798,26.6,Selada,2
12.32,26.6,78,48570,6.7,1597,802,26.6,Selada,2
13.23,28.1,47,2580,6.6,1587,793,25.6,Selada,2
14.34,24.5,99,3381,6.6,1395,697,22.2,Selada,2
15.34,25.3,91,30020,6.9,1257,628,24.4,Selada,2
7.45,24.5,90,11180,6.6,1279,639,26.2,Selada,2
9.13,24.8,99,6507,6.6,1582,791,28.7,Selada,2
10.21,27.5,99,12520,6.7,1580,790,24.1,Selada,2
11.39,28.4,87,18840,6.4,1431,715,26.6,Selada,2
12.43,25.2,99,13820,6.9,1515,757,24.1,Selada,2
14.36,25.6,99,15340,6.9,1561,780,29.3,Selada,2
15.13,24.5,99,21960,6.6,1573,786,26.2,Selada,2
16.35,27.5,99,8378,6.3,1511,755,24.4,Selada,2
7.55,26.5,90,1712,6.6,1494,750,23.8,Selada,2
9.17,27.4,83,14900,6.7,1474,737,28,Selada,2
10.32,26.5,99,56180,6.5,1599,799,23.7,Selada,2
11.32,33.5,95,11090,6.7,1597,798,24,Selada,2
12.44,27,99,181000,6.5,1522,761,24.9,Selada,2
13.55,28.1,51,41990,6.5,1230,617,28.3,Selada,2
15.04,27.8,94,24990,6.5,1555,790,29.8,Selada,2
16.12,24.2,93,68040,6.7,1699,849,25,Selada,2
7.45,23.5,74,7715,6.2,1384,692,31.4,Selada,2
8.58,27,99,10050,6.3,1547,787,30,Selada,2
10.01,27.8,99,1537,6.9,1581,790,23.6,Selada,2
11.19,22.5,75,119900,6.7,1597,798,24,Selada,2
12.55,25,53,17870,6.2,1580,790,24.8,Selada,2
14.02,27.5,99,20080,5.7,1589,794,25.1,Selada,2
15.34,25.6,99,20990,6.5,1547,787,25.9,Selada,2
16.35,24.8,86,14170,6.9,1389,694,25.1,Selada,2
7.34,24.4,99,78310,6.3,1585,729,25.1,Selada,2
8.45,27.7,53,11090,6.9,1578,784,26.1,Selada,2
9.55,24,76,58310,6.8,1550,775,31.2,Selada,2
11.13,30.1,99,9809,6.7,1555,777,24.3,Selada,2
12.15,24.2,55,41060,6.6,1550,775,26.3,Selada,2
13.07,25.7,99,25770,6.6,1377,688,22.9,Selada,2
14.12,27.1,37,2300,6.7,1373,686,26,Selada,2
15.23,25.8,99,10270,6.5,1555,777,25.1,Selada,2
7.54,25.2,38,38080,6.7,1573,786,23.9,Selada,2
9.16,24.9,99,20990,6.9,1588,794,26.4,Selada,2
10.32,25.6,99,32020,6.6,1628,814,27.5,Selada,2
11.32,22.8,41,15010,6.8,1586,793,27,Selada,2
12.44,24.3,99,15710,6.7,1442,721,25.1,Selada,2
13.55,28.5,63,26690,6.6,1392,698,31.5,Selada,2
15.04,25.3,65,7623,6.4,1851,930,25.9,Selada,2
16.12,28.5,80,13850,6.5,1954,977,26,Selada,2
7.43,28.3,53,144300,6.7,1886,943,25.5,Selada,2
8.58,24.9,83,9809,6.3,1474,737,27.8,Selada,2
10.01,29.1,92,48570,6.7,1468,734,25.1,Selada,2
11.19,29.1,62,48570,6.1,1702,855,26.8,Selada,2
12.55,29.8,60,5588,6.7,1702,851,24.8,Selada,2
14.02,24.4,99,3292,6.6,1565,782,24.3,Selada,2
15.34,28.1,82,5939,6.9,1565,792,24.1,Selada,2
16.35,23.2,59,7623,6.3,1345,672,29.8,Selada,2
7.34,25.4,99,100500,6.6,1383,691,23.9,Selada,2
8.45,27.5,88,30020,6.9,1370,685,23.9,Selada,2
9.55,24.3,80,1003,6.5,1521,760,28.1,Selada,2
11.13,25.7,99,39080,6.3,1521,760,25.6,Selada,2
12.15,34.1,99,19230,6.3,1484,742,28.7,Selada,2
13.07,29.3,99,31690,6.5,1519,759,27.6,Selada,2
14.12,26,60,33280,6.7,1532,761,26.2,Selada,2
15.23,26.6,98,120900,6.9,1478,739,27.8,Selada,2
7.39,24.4,52,13540,6.5,1491,745,25.4,Selada,2
8.48,25.5,99,13660,6.6,1390,715,28.3,Selada,2
9.39,24.8,99,26390,6.8,1391,715,26.9,Selada,2
10.35,27,99,17380,5.8,1188,594,32.5,Selada,2
11.41,25.3,99,7335,6.6,1678,839,28.3,Selada,2
13.03,24.4,78,25110,6.7,1678,939,27.5,Selada,2
14.01,29.3,70,24180,6.7,1382,691,26.3,Selada,2
15.09,29.7,99,42500,6.5,1448,724,31.5,Selada,2
8.3,24,54,10301,6.8,1474,737,27.2,Selada,2
9.5,23,99,11370,6.7,1453,726,31.5,Selada,2
10.45,25.8,53,2496,6.8,1298,649,27.3,Selada,2
15.43,28,99,63100,6.6,1392,696,25.6,Selada,2
16.55,29.8,40,44630,6.5,1382,691,28,Selada,2
7.37,26,44,207110,6.6,1511,759,32.3,Selada,2
8.38,23,83,4350,6.6,1484,742,26.1,Selada,2
9.41,25,99,58780,6.8,1570,785,25.1,Selada,2
11.23,29.3,99,3381,6.8,1582,794,26.4,Selada,2
12.05,27.8,99,51910,6.9,1474,737,25.8,Selada,2
13.06,24.2,99,13660,6.5,1521,760,24.2,Selada,2
14.06,25.7,61,32490,6.7,1484,742,24.3,Selada,2
15.12,24.8,89,10400,6.6,1356,678,26.7,Selada,2
7.39,25.7,55,21960,6.8,1368,684,26.1,Selada,2
9.45,24.3,56,16450,6.4,1386,693,25,Selada,2
10.36,25,99,10150,6.4,1377,686,25.4,Selada,2
11.05,34.1,78,55450,6.3,1593,796,24.8,Selada,2
12.03,27.7,83,24870,6.6,1336,668,26.7,Selada,2
13.12,24.9,99,26390,6.7,1576,788,27.1,Selada,2
14.14,26.5,82,75020,6.7,1555,777,24.8,Selada,2
15.12,30,65,31450,6.8,1450,725,23.9,Selada,2
7.35,23.5,99,54770,6.6,1496,748,26.6,Selada,2
8.35,24.6,92,1194,6.7,1507,753,27.8,Selada,2
9.36,26.2,88,103600,5.7,1494,747,28.8,Selada,2
10.32,25.9,76,1853,6.4,1580,790,25.7,Selada,2
11.42,24.3,99,32580,6.6,1588,794,28,Selada,2
13.12,25,61,75020,6.8,1573,784,24.1,Selada,2
14.18,32.3,92,25610,6.5,1628,814,27.7,Selada,2
15.23,26.4,99,148300,6.9,1620,810,26.5,Selada,2
7.33,28,99,1712,6.6,1733,777,25.9,Selada,2
8.34,27.7,49,136000,6.8,1585,792,24.2,Selada,2
9.38,24.8,84,3980,6.5,1587,793,25.6,Selada,2
10.32,28.5,99,6441,6.9,1591,795,23.9,Selada,2
11.35,29.1,66,144300,6.6,378,183,27,Selada,2
12.42,26,99,160200,6.6,357,177,28.1,Selada,2
13.46,28.4,0,9931,6.5,374,191,29.7,Selada,2
14.45,27.4,0,14170,6.2,336,189,23.9,Selada,2
7.37,25.5,0,38080,6.4,374,174,28.6,Selada,2
8.55,29.2,0,27850,6.5,369,191,27.2,Selada,2
10.02,27.3,0,27850,6.9,368,184,28.9,Selada,2
11.09,29.2,0,146100,6.7,383,184,25.5,Selada,2
12.13,24.9,0,28330,6.1,380,191,29.9,Selada,2
13.23,26,0,15780,6.5,394,191,27,Selada,2
14.34,27.4,0,2300,6.6,382,193,24.4,Selada,2
15.34,26,0,23430,6.5,377,195,28,Selada,2
7.45,30,0,25970,6.8,383,198,23,Selada,2
9.13,27.4,0,18540,6.7,394,197,23.4,Selada,2
10.21,27.6,0,2882,6.6,370,185,31.2,Selada,2
11.32,26.8,99,20070,6.6,372,183,28,Selada,2
12.43,29.1,83,3993,6.8,380,186,30.4,Selada,2
14.12,28.6,70,2580,6.1,380,186,28.9,Selada,2
15.14,25.3,99,51820,6.9,380,190,25.5,Selada,2
16.32,24.2,59,22240,6.5,379,194,27.5,Selada,2
7.45,26.4,89,4454,6.2,380,191,26.7,Selada,2
8.45,31.7,88,42500,6.4,397,198,26.1,Selada,2
10.07,26.4,94,80350,6.7,377,192,25.1,Selada,2
11.14,26.6,86,10050,6.4,408,204,23.9,Selada,2
12.27,26,42,186900,5.8,387,196,22.9,Selada,2
13.27,25,92,610,6.9,372,186,24.2,Selada,2
14.59,30.4,58,57600,6.6,372,186,26.6,Selada,2
16.05,23.8,77,26830,5.9,382,197,26.3,Selada,2
7.33,22,99,948,6.4,376,196,23.5,Selada,2
8.34,27.3,99,6874,6.5,383,187,26,Selada,2
9.36,29.8,48,18840,6.3,379,194,25,Selada,2
10.38,23.3,99,39400,6.5,382,191,31.4,Selada,2
11.42,27.6,72,44630,6.4,378,188,24.2,Selada,2
13.08,26.8,99,32490,6.5,372,186,30.4,Selada,2
14.08,26.6,99,48380,6.8,378,189,25.5,Selada,2
16.11,31,99,20080,6.5,373,186,24.9,Selada,2
7.35,27.8,83,6495,6.6,375,187,23,Selada,2
8.35,25.4,98,49540,6.3,383,188,31.5,Selada,2
9.36,25.6,91,33280,6.2,374,187,24,Selada,2
10.32,27.5,57,18520,6.7,378,189,28,Selada,2
11.42,23,94,33730,6.5,380,185,24.9,Selada,2
13.12,27.4,99,15430,6.7,365,190,26.1,Selada,2
14.18,26.6,92,28380,6.8,373,186,25.5,Selada,2
15.23,24.3,76,21450,6.8,360,186,24.2,Selada,2
7.33,27.6,86,13460,6.6,373,191,26.3,Selada,2
8.34,28.8,53,102900,6.4,396,191,24.7,Selada,2
9.38,25.2,99,157600,6.8,382,191,26,Selada,2
10.32,26.8,87,938,6.5,372,191,24.2,Selada,2
11.35,27.8,68,21340,6.6,374,199,28.4,Selada,2
12.42,22.5,99,21340,6.3,370,193,26,Selada,2
13.46,28.2,99,10950,6.5,659,329,24.1,Selada,2
14.45,24.2,76,9655,6.5,664,332,26.8,Selada,2
7.33,33.4,82,610,6.9,608,304,26.8,Selada,2
8.45,29.2,99,32820,6.9,668,334,31,Selada,2
9.35,27.7,70,160200,6.7,677,336,23.3,Selada,2
10.33,23.4,93,4711,6.6,621,310,26.9,Selada,2
11.37,25.2,99,33730,6.6,673,330,27.9,Selada,2
12.43,24.7,66,9739,5.7,678,332,24.5,Selada,2
13.42,25.6,99,26390,6.1,650,335,25.5,Selada,2
14.32,24.2,99,1829,6.3,670,343,25.2,Selada,2
7.31,26,74,14440,6.9,683,341,27.2,Selada,2
8.32,24,64,19660,5.8,677,340,25,Selada,2
9.33,24.6,73,17820,6.5,681,348,29.2,Selada,2
11.15,24.6,91,6213,6.4,673,340,23.5,Selada,2
12.12,23.6,83,94470,6.5,655,327,24,Selada,2
13.33,29.4,99,28510,6.8,668,332,28.3,Selada,2
14.33,26.5,99,14650,6.5,690,345,28.3,Selada,2
15.35,25.6,99,98690,6.9,686,350,23.9,Selada,2
7.32,23.3,52,49540,6.5,656,328,26.7,Selada,2
8.36,28.3,68,9813,6.5,642,320,27.3,Selada,2
9.47,23.6,58,25610,6.8,645,322,23.8,Selada,2
10.45,24.5,54,112010,6.9,675,331,27.7,Selada,2
11.41,26.2,67,39400,6.5,670,335,24.3,Selada,2
12.52,25.4,75,25610,6.6,678,339,25.3,Selada,2
13.42,29.3,84,32110,6.5,665,331,26.4,Selada,2
14.5,29.9,78,9080,6.7,678,332,31,Selada,2
7.37,31.2,80,14290,6.5,678,340,23.4,Selada,2
8.37,26.2,73,10230,6.5,621,310,24.2,Selada,2
9.48,24.3,55,26170,6.7,610,305,26.2,Selada,2
10.42,26.4,99,63760,6.8,649,324,26.1,Selada,2
11.47,27.6,61,38070,6.6,652,326,24.2,Selada,2
12.45,27.3,46,610,6.8,644,322,28.3,Selada,2
13.55,26.5,83,207110,6.5,687,344,24.2,Selada,2
15.08,24.9,87,49540,6.8,659,329,30.9,Selada,2
7.35,24.3,99,13820,6.6,678,334,26.1,Selada,2
8.36,26.5,83,39080,6.6,686,350,22.6,Selada,2
9.36,27.7,58,17250,6.6,682,341,24.5,Selada,2
10.35,26.5,76,21400,6.5,677,338,31.3,Selada,2
11.33,29.8,99,7733,5.9,652,326,27.5,Selada,2
12.47,24.2,88,109000,6.6,665,332,28.3,Selada,2
13.45,24.5,67,4959,6.7,646,323,26.3,Selada,2
14.48,24.9,99,4350,6.2,623,311,26.6,Selada,2
7.47,23.7,53,47120,6.7,659,329,28.6,Selada,2
8.32,28.4,85,33730,6.2,673,336,26.4,Selada,2
9.33,24.8,84,2882,6.4,656,328,27.2,Selada,2
10.39,26.5,35,36580,6.4,664,332,28,Selada,2
11.45,28.2,68,144900,6.5,677,338,26.4,Selada,2
12.55,24.3,99,13460,6.8,681,345,23.6,Selada,2
13.41,31.2,86,128700,6.6,678,339,25,Selada,2
14.42,32.3,93,42500,6.7,700,350,29.7,Selada,2
7.31,31.8,83,144300,6.4,670,328,25.1,Selada,2
8.32,25.9,72,6501,6.9,660,330,27.3,Selada,2
9.38,31.2,99,50020,6.4,665,332,26.8,Selada,2
10.42,27.5,99,24180,6.5,614,308,24.3,Selada,2
11.55,26.7,99,30980,6.8,647,323,25,Selada,2
12.59,26.1,78,144900,6.7,665,332,24.2,Selada,2
13.59,32.5,99,14400,7.1,1125,562,25.3,Selada,2
14.55,28.2,76,27230,6.5,1192,596,25.5,Selada,2
7.33,25.8,74,73790,6.8,1151,575,23.6,Selada,2
8.35,32.5,90,9739,6.8,1156,576,27.2,Selada,2
9.41,24.3,78,23230,6.5,1133,566,24.1,Selada,2
10.41,29,66,10270,6.6,1134,569,27.1,Selada,2
11.45,25.2,87,157500,6.8,1154,577,24.2,Selada,2
12.46,23.7,43,14900,6.5,1141,570,26.4,Selada,2
13.56,26,47,11480,6.7,1619,805,24.7,Selada,2
14.44,24.3,88,128700,6.4,1595,799,25,Selada,2
7.35,32.6,84,22710,6.6,1160,582,27.3,Selada,2
8.41,22,92,11480,6.8,1151,575,29.2,Selada,2
9.38,23.2,86,5254,6.6,1153,576,27.9,Selada,2
10.44,25.1,60,16920,6.4,1139,569,26.1,Selada,2
11.45,29.3,79,6874,6.9,1160,580,23.5,Selada,2
12.55,24.8,88,26830,6.8,1130,565,30,Selada,2
13.59,24.9,97,4711,6.3,1132,566,29.4,Selada,2
14.58,26,91,15780,6.8,1576,788,25.5,Selada,2
7.31,32.6,50,21400,6.5,1179,589,31,Selada,2
8.32,26.4,99,37570,6.6,1149,574,24,Selada,2
9.34,24.8,85,31920,6.7,1149,574,24.1,Selada,2
